"recording_id","initial_time","final_time","species","total_time","min_code_n_ind"
"138","3","6","Phylloscopus collybita","3","4"
"138","3","6","Turdus merula","0.78","1"
"138","4","7","Fringilla coelebs","1.24","1"
"138","4","7","Phylloscopus collybita","3","4"
"138","5","8","Erithacus rubecula","0.18","4"
"138","5","8","Fringilla coelebs","0.87","1"
"138","5","8","Phylloscopus collybita","3","4"
"138","6","9","Erithacus rubecula","1.18","4"
"138","6","9","Phylloscopus collybita","3","4"
"138","7","10","Erithacus rubecula","2.18","4"
"138","7","10","Phylloscopus collybita","3","4"
"138","8","11","Certhia brachydactyla","0.06","1"
"138","8","11","Erithacus rubecula","2.54","4"
"138","8","11","Phylloscopus collybita","3","4"
"138","9","12","Certhia brachydactyla","0.61","1"
"138","9","12","Erithacus rubecula","1.54","4"
"138","9","12","Phylloscopus collybita","2.18","4"
"138","9","12","Regulus ignicapilla","0.46","1"
"138","10","13","Certhia brachydactyla","0.61","1"
"138","10","13","Erithacus rubecula","0.54","4"
"138","10","13","Phylloscopus collybita","1.18","4"
"138","10","13","Regulus ignicapilla","1.13","1"
"138","10","13","Regulus ignicapilla","0.23","4"
"138","11","14","Certhia brachydactyla","0.54","1"
"138","11","14","Phylloscopus collybita","0.18","4"
"138","11","14","Phylloscopus collybita","0.6","4"
"138","11","14","Regulus ignicapilla","1.13","1"
"138","11","14","Regulus ignicapilla","1.23","4"
"138","12","15","Phylloscopus collybita","1.6","4"
"138","12","15","Regulus ignicapilla","0.67","1"
"138","12","15","Regulus ignicapilla","1.5","4"
"138","12","15","Turdus merula","0.73","1"
"138","13","16","Phylloscopus collybita","2.6","4"
"138","13","16","Regulus ignicapilla","1.27","4"
"138","13","16","Turdus merula","1.73","1"
"138","14","17","Phylloscopus collybita","3","4"
"138","14","17","Regulus ignicapilla","0.27","4"
"138","14","17","Turdus merula","1.95","1"
"138","15","18","Phylloscopus collybita","3","4"
"138","15","18","Turdus merula","1.22","1"
"138","16","19","Phylloscopus collybita","3","4"
"138","16","19","Turdus merula","0.22","1"
"138","17","20","Phylloscopus collybita","3","4"
"138","18","21","Phylloscopus collybita","3","4"
"138","19","22","Phylloscopus collybita","3","4"
"138","19","22","Turdus merula","0.2","4"
"138","20","23","Phylloscopus collybita","3","4"
"138","20","23","Sylvia atricapilla","0.17","4"
"138","20","23","Turdus merula","1.2","4"
"138","21","24","Phylloscopus collybita","3","4"
"138","21","24","Regulus ignicapilla","0.36","4"
"138","21","24","Sylvia atricapilla","1.17","4"
"138","21","24","Turdus merula","2.2","4"
"138","22","25","Phylloscopus collybita","3","4"
"138","22","25","Regulus ignicapilla","1.36","4"
"138","22","25","Sylvia atricapilla","1.44","4"
"138","22","25","Turdus merula","2.49","4"
"138","23","26","Phylloscopus collybita","3","4"
"138","23","26","Regulus ignicapilla","1.73","4"
"138","23","26","Sylvia atricapilla","1.27","4"
"138","23","26","Turdus merula","1.49","4"
"138","24","27","Phylloscopus collybita","3","4"
"138","24","27","Regulus ignicapilla","1.37","4"
"138","24","27","Sylvia atricapilla","0.27","4"
"138","24","27","Turdus merula","0.49","4"
"138","25","28","Phylloscopus collybita","2.27","4"
"138","25","28","Regulus ignicapilla","0.37","4"
"138","25","28","Turdus merula","0.73","1"
"138","26","29","Certhia brachydactyla","0.16","1"
"138","26","29","Phylloscopus collybita","1.27","4"
"138","26","29","Turdus merula","1.05","1"
"138","27","30","Certhia brachydactyla","1.16","1"
"138","27","30","Phylloscopus collybita","0.27","4"
"138","27","30","Sylvia atricapilla","0.18","1"
"138","27","30","Turdus merula","1.05","1"
"138","28","31","Certhia brachydactyla","1.4","1"
"138","28","31","Sylvia atricapilla","1.18","1"
"138","28","31","Turdus merula","0.32","1"
"138","29","32","Certhia brachydactyla","1.24","1"
"138","29","32","Phylloscopus collybita","0.5","4"
"138","29","32","Regulus ignicapilla","0.79","2"
"138","29","32","Sylvia atricapilla","1.57","1"
"138","29","32","Turdus merula","0.2","1"
"138","30","33","Certhia brachydactyla","0.24","1"
"138","30","33","Phylloscopus collybita","1.5","4"
"138","30","33","Regulus ignicapilla","1.79","2"
"138","30","33","Sylvia atricapilla","1.39","1"
"138","30","33","Turdus merula","1.2","1"
"138","31","34","Phylloscopus collybita","2.5","4"
"138","31","34","Regulus ignicapilla","2.79","2"
"138","31","34","Sylvia atricapilla","0.39","1"
"138","31","34","Turdus merula","2.01","1"
"138","32","35","Phylloscopus collybita","3","4"
"138","32","35","Regulus ignicapilla","2.84","2"
"138","32","35","Turdus merula","1.81","1"
"138","33","36","Phylloscopus collybita","3","4"
"138","33","36","Regulus ignicapilla","1.84","2"
"138","33","36","Sylvia atricapilla","0.48","4"
"138","33","36","Turdus merula","0.81","1"
"138","34","37","Phylloscopus collybita","3","4"
"138","34","37","Regulus ignicapilla","0.84","2"
"138","34","37","Sylvia atricapilla","1.48","4"
"138","35","38","Phylloscopus collybita","3","4"
"138","35","38","Sylvia atricapilla","2.06","4"
"138","36","39","Phylloscopus collybita","3","4"
"138","36","39","Sylvia atricapilla","1.58","4"
"138","37","40","Phylloscopus collybita","3","4"
"138","37","40","Sylvia atricapilla","0.58","4"
"138","37","40","Turdus merula","0.3","4"
"138","38","41","Phylloscopus collybita","3","4"
"138","38","41","Turdus merula","1.3","4"
"138","39","42","Phylloscopus collybita","3","4"
"138","39","42","Turdus merula","1.99","4"
"138","40","43","Phylloscopus collybita","3","4"
"138","40","43","Turdus merula","1.69","4"
"138","41","44","Phylloscopus collybita","3","4"
"138","41","44","Sylvia atricapilla","0.69","4"
"138","41","44","Turdus merula","0.69","4"
"138","42","45","Phylloscopus collybita","3","4"
"138","42","45","Sylvia atricapilla","1.69","4"
"138","43","46","Phylloscopus collybita","3","4"
"138","43","46","Sylvia atricapilla","2.03","4"
"138","44","47","Cuculus canorus","0.51","1"
"138","44","47","Phylloscopus collybita","3","4"
"138","44","47","Regulus ignicapilla","0.42","1"
"138","44","47","Sylvia atricapilla","1.35","4"
"138","45","48","Cuculus canorus","0.51","1"
"138","45","48","Phylloscopus collybita","3","4"
"138","45","48","Regulus ignicapilla","1.42","1"
"138","45","48","Sylvia atricapilla","0.35","4"
"138","46","49","Cuculus canorus","0.51","1"
"138","46","49","Phylloscopus collybita","3","4"
"138","46","49","Regulus ignicapilla","1.98","1"
"138","47","50","Phylloscopus collybita","3","4"
"138","47","50","Regulus ignicapilla","1.55","1"
"138","48","51","Phylloscopus collybita","3","4"
"138","48","51","Regulus ignicapilla","0.55","1"
"138","49","52","Phylloscopus collybita","3","4"
"138","50","53","Erithacus rubecula","0.37","4"
"138","50","53","Phylloscopus collybita","3","4"
"138","51","54","Erithacus rubecula","1.37","4"
"138","51","54","Phylloscopus collybita","3","4"
"138","52","55","Erithacus rubecula","2.37","4"
"138","52","55","Phylloscopus collybita","2.63","4"
"138","53","56","Erithacus rubecula","2.31","4"
"138","53","56","Phylloscopus collybita","1.63","4"
"138","53","56","Troglodytes troglodytes","0.77","1"
"138","54","57","Erithacus rubecula","1.31","4"
"138","54","57","Phylloscopus collybita","0.63","4"
"138","54","57","Troglodytes troglodytes","1.77","1"
"138","55","58","Erithacus rubecula","0.31","4"
"138","55","58","Phylloscopus collybita","0.35","4"
"138","55","58","Regulus ignicapilla","0.49","1"
"138","55","58","Troglodytes troglodytes","2.28","1"
"138","56","59","Fringilla coelebs","0.84","4"
"138","56","59","Phylloscopus collybita","1.35","4"
"138","56","59","Regulus ignicapilla","0.54","1"
"138","56","59","Troglodytes troglodytes","1.51","1"
"138","57","60","Fringilla coelebs","1.76","4"
"138","57","60","Phylloscopus collybita","2.35","4"
"138","57","60","Regulus ignicapilla","0.54","1"
"138","57","60","Troglodytes troglodytes","0.51","1"
"139","0","3","Sylvia atricapilla","3","4"
"139","1","4","Sylvia atricapilla","3","4"
"139","2","5","Sylvia atricapilla","3","4"
"139","3","6","Sylvia atricapilla","3","4"
"139","4","7","Sylvia atricapilla","3","4"
"139","5","8","Sylvia atricapilla","3","4"
"139","6","9","Sylvia atricapilla","3","4"
"139","7","10","Sylvia atricapilla","3","4"
"139","8","11","Sylvia atricapilla","2.28","4"
"139","8","11","Turdus merula","0.56","1"
"139","9","12","Sylvia atricapilla","1.28","4"
"139","9","12","Turdus merula","1.54","1"
"139","10","13","Sylvia atricapilla","0.28","4"
"139","10","13","Turdus merula","1.54","1"
"139","11","14","Sylvia atricapilla","0.53","4"
"139","11","14","Turdus merula","0.98","1"
"139","12","15","Sylvia atricapilla","1.53","4"
"139","13","16","Sylvia atricapilla","2.53","4"
"139","14","17","Sylvia atricapilla","3","4"
"139","15","18","Sylvia atricapilla","3","4"
"139","16","19","Sylvia atricapilla","3","4"
"139","17","20","Sylvia atricapilla","3","4"
"139","18","21","Sylvia atricapilla","3","4"
"139","19","22","Sylvia atricapilla","3","4"
"139","20","23","Sylvia atricapilla","3","4"
"139","21","24","Sylvia atricapilla","3","4"
"139","22","25","Sylvia atricapilla","3","4"
"139","23","26","Sylvia atricapilla","3","4"
"139","24","27","Sylvia atricapilla","3","4"
"139","25","28","Sylvia atricapilla","3","4"
"139","26","29","Sylvia atricapilla","3","4"
"139","27","30","Sylvia atricapilla","3","4"
"139","28","31","Sylvia atricapilla","3","4"
"139","29","32","Sylvia atricapilla","3","4"
"139","30","33","Sylvia atricapilla","3","4"
"139","31","34","Sylvia atricapilla","3","4"
"139","32","35","Sylvia atricapilla","3","4"
"139","33","36","Sylvia atricapilla","3","4"
"139","34","37","Sylvia atricapilla","3","4"
"139","35","38","Sylvia atricapilla","2.25","4"
"139","36","39","Sylvia atricapilla","1.25","4"
"139","37","40","Sylvia atricapilla","0.25","4"
"139","40","43","Sylvia atricapilla","0.72","4"
"139","41","44","Sylvia atricapilla","1.72","4"
"139","42","45","Sylvia atricapilla","2.72","4"
"139","43","46","Sylvia atricapilla","3","4"
"139","44","47","Sylvia atricapilla","3","4"
"139","45","48","Sylvia atricapilla","3","4"
"139","46","49","Sylvia atricapilla","3","4"
"139","47","50","Sylvia atricapilla","3","4"
"139","48","51","Sylvia atricapilla","3","4"
"139","48","51","Turdus merula","0.85","1"
"139","49","52","Sylvia atricapilla","3","4"
"139","49","52","Turdus merula","1.85","1"
"139","50","53","Emberiza calandra","0.28","4"
"139","50","53","Sylvia atricapilla","3","4"
"139","50","53","Turdus merula","2","1"
"139","51","54","Emberiza calandra","1.28","4"
"139","51","54","Sylvia atricapilla","3","4"
"139","51","54","Turdus merula","1.15","1"
"139","52","55","Emberiza calandra","1.45","4"
"139","52","55","Sylvia atricapilla","3","4"
"139","52","55","Turdus merula","0.15","1"
"139","52","55","Turdus merula","0.04","4"
"139","53","56","Emberiza calandra","1.17","4"
"139","53","56","Sylvia atricapilla","3","4"
"139","53","56","Turdus merula","1.04","4"
"139","54","57","Emberiza calandra","0.17","4"
"139","54","57","Sylvia atricapilla","3","4"
"139","54","57","Turdus merula","2.04","4"
"139","55","58","Sylvia atricapilla","3","4"
"139","55","58","Turdus merula","2.98","4"
"139","56","59","Sylvia atricapilla","3","4"
"139","56","59","Turdus merula","1.98","4"
"139","57","60","Sylvia atricapilla","2.93","4"
"139","57","60","Turdus merula","0.98","4"
"140","0","3","Luscinia megarhynchos","3","1"
"140","1","4","Luscinia megarhynchos","3","1"
"140","2","5","Luscinia megarhynchos","3","1"
"140","3","6","Luscinia megarhynchos","3","1"
"140","4","7","Luscinia megarhynchos","2.18","1"
"140","5","8","Luscinia megarhynchos","1.18","1"
"140","6","9","Luscinia megarhynchos","0.18","1"
"140","9","12","Luscinia megarhynchos","0.99","1"
"140","10","13","Luscinia megarhynchos","1.51","1"
"140","11","14","Luscinia megarhynchos","1.51","1"
"140","12","15","Luscinia megarhynchos","0.52","1"
"140","15","18","Luscinia megarhynchos","0.92","1"
"140","16","19","Luscinia megarhynchos","1.92","1"
"140","17","20","Luscinia megarhynchos","2.92","1"
"140","18","21","Luscinia megarhynchos","3","1"
"140","19","22","Luscinia megarhynchos","2.99","1"
"140","20","23","Luscinia megarhynchos","1.99","1"
"140","21","24","Luscinia megarhynchos","0.99","1"
"140","23","26","Luscinia megarhynchos","0.09","1"
"140","24","27","Luscinia megarhynchos","1.09","1"
"140","25","28","Luscinia megarhynchos","2.09","1"
"140","26","29","Luscinia megarhynchos","2.6","1"
"140","27","30","Luscinia megarhynchos","1.6","1"
"140","28","31","Luscinia megarhynchos","0.6","1"
"140","28","31","Luscinia megarhynchos","0","1"
"140","29","32","Luscinia megarhynchos","1","1"
"140","30","33","Luscinia megarhynchos","2","1"
"140","31","34","Luscinia megarhynchos","2.54","1"
"140","32","35","Luscinia megarhynchos","1.54","1"
"140","33","36","Luscinia megarhynchos","0.54","1"
"140","35","38","Luscinia megarhynchos","0.65","1"
"140","36","39","Luscinia megarhynchos","1.65","1"
"140","37","40","Luscinia megarhynchos","2.65","1"
"140","38","41","Luscinia megarhynchos","3","1"
"140","39","42","Luscinia megarhynchos","3","1"
"140","40","43","Luscinia megarhynchos","3","1"
"140","41","44","Luscinia megarhynchos","3","1"
"140","42","45","Luscinia megarhynchos","3","1"
"140","43","46","Luscinia megarhynchos","3","1"
"140","44","47","Luscinia megarhynchos","2.1","1"
"140","45","48","Luscinia megarhynchos","1.1","1"
"140","46","49","Luscinia megarhynchos","0.1","1"
"140","48","51","Luscinia megarhynchos","0.91","1"
"140","49","52","Luscinia megarhynchos","1.91","1"
"140","50","53","Luscinia megarhynchos","1.91","1"
"140","51","54","Luscinia megarhynchos","1","1"
"140","52","55","Luscinia megarhynchos","0.64","1"
"140","53","56","Luscinia megarhynchos","1.64","1"
"140","54","57","Luscinia megarhynchos","2.64","1"
"140","55","58","Luscinia megarhynchos","2.13","1"
"140","56","59","Luscinia megarhynchos","1.13","1"
"140","57","60","Luscinia megarhynchos","0.13","1"
"141","0","3","Corvus corone","1.58","4"
"141","0","3","Merops apiaster","3","4"
"141","0","3","Sylvia atricapilla","3","4"
"141","1","4","Corvus corone","1.58","4"
"141","1","4","Merops apiaster","3","4"
"141","1","4","Sylvia atricapilla","3","4"
"141","2","5","Corvus corone","0.87","4"
"141","2","5","Emberiza calandra","0.66","1"
"141","2","5","Merops apiaster","3","4"
"141","2","5","Sylvia atricapilla","3","4"
"141","3","6","Emberiza calandra","1.57","1"
"141","3","6","Emberiza citrinella","0.18","4"
"141","3","6","Merops apiaster","3","4"
"141","3","6","Sylvia atricapilla","3","4"
"141","4","7","Emberiza calandra","1.57","1"
"141","4","7","Emberiza citrinella","1.18","4"
"141","4","7","Merops apiaster","3","4"
"141","4","7","Streptopelia decaocto","0.65","1"
"141","4","7","Sylvia atricapilla","3","4"
"141","5","8","Emberiza calandra","0.91","1"
"141","5","8","Emberiza citrinella","1.64","4"
"141","5","8","Merops apiaster","3","4"
"141","5","8","Streptopelia decaocto","1.65","1"
"141","5","8","Sylvia atricapilla","3","4"
"141","6","9","Emberiza citrinella","1.46","4"
"141","6","9","Merops apiaster","3","4"
"141","6","9","Streptopelia decaocto","2.65","1"
"141","6","9","Sylvia atricapilla","3","4"
"141","6","9","Turdus merula","0.8","4"
"141","7","10","Emberiza citrinella","0.46","4"
"141","7","10","Merops apiaster","3","4"
"141","7","10","Streptopelia decaocto","3","1"
"141","7","10","Sylvia atricapilla","3","4"
"141","7","10","Turdus merula","1.19","4"
"141","8","11","Merops apiaster","3","4"
"141","8","11","Streptopelia decaocto","3","1"
"141","8","11","Sylvia atricapilla","3","4"
"141","8","11","Turdus merula","1.19","4"
"141","9","12","Merops apiaster","3","4"
"141","9","12","Streptopelia decaocto","3","1"
"141","9","12","Sylvia atricapilla","3","4"
"141","9","12","Turdus merula","0.38","4"
"141","10","13","Merops apiaster","3","4"
"141","10","13","Streptopelia decaocto","3","1"
"141","10","13","Sylvia atricapilla","3","4"
"141","11","14","Merops apiaster","3","4"
"141","11","14","Streptopelia decaocto","2.3","1"
"141","11","14","Sylvia atricapilla","3","4"
"141","12","15","Merops apiaster","3","4"
"141","12","15","Streptopelia decaocto","1.3","1"
"141","12","15","Sylvia atricapilla","3","4"
"141","13","16","Merops apiaster","3","4"
"141","13","16","Streptopelia decaocto","0.3","1"
"141","13","16","Sylvia atricapilla","3","4"
"141","14","17","Merops apiaster","3","4"
"141","14","17","Sylvia atricapilla","3","4"
"141","15","18","Emberiza citrinella","0.84","1"
"141","15","18","Merops apiaster","3","4"
"141","15","18","Sylvia atricapilla","3","4"
"141","16","19","Emberiza citrinella","1.41","1"
"141","16","19","Merops apiaster","3","4"
"141","16","19","Streptopelia decaocto","0.94","1"
"141","16","19","Sylvia atricapilla","3","4"
"141","17","20","Emberiza citrinella","1.41","1"
"141","17","20","Merops apiaster","3","4"
"141","17","20","Streptopelia decaocto","1.94","1"
"141","17","20","Sylvia atricapilla","3","4"
"141","18","21","Curruca communis","0.31","4"
"141","18","21","Emberiza citrinella","0.57","1"
"141","18","21","Luscinia megarhynchos","0.61","1"
"141","18","21","Merops apiaster","3","4"
"141","18","21","Streptopelia decaocto","2.94","1"
"141","18","21","Sylvia atricapilla","3","4"
"141","19","22","Curruca communis","1.31","4"
"141","19","22","Emberiza calandra","0.97","1"
"141","19","22","Luscinia megarhynchos","0.61","1"
"141","19","22","Merops apiaster","3","4"
"141","19","22","Streptopelia decaocto","3","1"
"141","19","22","Sylvia atricapilla","3","4"
"141","20","23","Alectoris rufa","0.49","4"
"141","20","23","Curruca communis","1.44","4"
"141","20","23","Emberiza calandra","1.29","1"
"141","20","23","Luscinia megarhynchos","0.61","1"
"141","20","23","Merops apiaster","3","4"
"141","20","23","Streptopelia decaocto","3","1"
"141","20","23","Sylvia atricapilla","3","4"
"141","21","24","Alectoris rufa","1.49","4"
"141","21","24","Curruca communis","1.13","4"
"141","21","24","Emberiza calandra","1.29","1"
"141","21","24","Merops apiaster","3","4"
"141","21","24","Streptopelia decaocto","3","1"
"141","21","24","Sylvia atricapilla","3","4"
"141","22","25","Alectoris rufa","1.86","4"
"141","22","25","Curruca communis","0.13","4"
"141","22","25","Emberiza calandra","0.32","1"
"141","22","25","Merops apiaster","3","4"
"141","22","25","Streptopelia decaocto","3","1"
"141","22","25","Sylvia atricapilla","3","4"
"141","23","26","Alectoris rufa","1.37","4"
"141","23","26","Merops apiaster","3","4"
"141","23","26","Streptopelia decaocto","3","1"
"141","23","26","Sylvia atricapilla","3","4"
"141","24","27","Alectoris rufa","0.37","4"
"141","24","27","Merops apiaster","3","4"
"141","24","27","Streptopelia decaocto","3","1"
"141","24","27","Sylvia atricapilla","3","4"
"141","25","28","Merops apiaster","3","4"
"141","25","28","Streptopelia decaocto","3","1"
"141","25","28","Sylvia atricapilla","3","4"
"141","26","29","Corvus corone","0.22","1"
"141","26","29","Merops apiaster","3","4"
"141","26","29","Streptopelia decaocto","3","1"
"141","26","29","Sylvia atricapilla","3","4"
"141","27","30","Corvus corone","1.22","1"
"141","27","30","Emberiza citrinella","0.41","4"
"141","27","30","Merops apiaster","3","4"
"141","27","30","Streptopelia decaocto","3","1"
"141","27","30","Sylvia atricapilla","3","4"
"141","28","31","Corvus corone","1.67","1"
"141","28","31","Emberiza citrinella","1.29","4"
"141","28","31","Merops apiaster","3","4"
"141","28","31","Streptopelia decaocto","3","1"
"141","28","31","Sylvia atricapilla","3","4"
"141","29","32","Corvus corone","1.45","1"
"141","29","32","Emberiza citrinella","1.29","4"
"141","29","32","Merops apiaster","3","4"
"141","29","32","Streptopelia decaocto","3","1"
"141","29","32","Sylvia atricapilla","3","4"
"141","30","33","Corvus corone","0.45","1"
"141","30","33","Emberiza citrinella","0.87","4"
"141","30","33","Merops apiaster","3","4"
"141","30","33","Streptopelia decaocto","2.53","1"
"141","30","33","Sylvia atricapilla","3","4"
"141","31","34","Merops apiaster","3","4"
"141","31","34","Streptopelia decaocto","1.53","1"
"141","31","34","Sylvia atricapilla","3","4"
"141","32","35","Merops apiaster","3","4"
"141","32","35","Streptopelia decaocto","0.53","1"
"141","32","35","Sylvia atricapilla","3","4"
"141","33","36","Merops apiaster","3","4"
"141","33","36","Sylvia atricapilla","3","4"
"141","34","37","Emberiza calandra","0.43","4"
"141","34","37","Merops apiaster","3","4"
"141","34","37","Sylvia atricapilla","3","4"
"141","35","38","Emberiza calandra","1.43","4"
"141","35","38","Luscinia megarhynchos","0.81","1"
"141","35","38","Merops apiaster","3","4"
"141","35","38","Sylvia atricapilla","3","4"
"141","36","39","Emberiza calandra","2.26","4"
"141","36","39","Luscinia megarhynchos","0.89","1"
"141","36","39","Merops apiaster","3","4"
"141","36","39","Sylvia atricapilla","3","4"
"141","37","40","Emberiza calandra","1.83","4"
"141","37","40","Luscinia megarhynchos","0.89","1"
"141","37","40","Merops apiaster","3","4"
"141","37","40","Sylvia atricapilla","3","4"
"141","38","41","Emberiza calandra","0.83","4"
"141","38","41","Luscinia megarhynchos","0.08","1"
"141","38","41","Merops apiaster","3","4"
"141","38","41","Sylvia atricapilla","3","4"
"141","39","42","Merops apiaster","3","4"
"141","39","42","Sylvia atricapilla","3","4"
"141","40","43","Emberiza citrinella","0.1","1"
"141","40","43","Merops apiaster","3","4"
"141","40","43","Sylvia atricapilla","3","4"
"141","41","44","Emberiza citrinella","1.03","1"
"141","41","44","Merops apiaster","3","4"
"141","41","44","Sylvia atricapilla","3","4"
"141","42","45","Emberiza citrinella","1.03","1"
"141","42","45","Luscinia megarhynchos","0.53","4"
"141","42","45","Merops apiaster","3","4"
"141","42","45","Sylvia atricapilla","3","4"
"141","43","46","Emberiza citrinella","0.94","1"
"141","43","46","Luscinia megarhynchos","0.85","4"
"141","43","46","Merops apiaster","3","4"
"141","43","46","Sylvia atricapilla","3","4"
"141","44","47","Emberiza citrinella","0.17","1"
"141","44","47","Luscinia megarhynchos","0.85","4"
"141","44","47","Merops apiaster","3","4"
"141","44","47","Sylvia atricapilla","3","4"
"141","45","48","Emberiza citrinella","1.17","1"
"141","45","48","Luscinia megarhynchos","0.32","4"
"141","45","48","Merops apiaster","3","4"
"141","45","48","Sylvia atricapilla","3","4"
"141","46","49","Emberiza citrinella","2.03","1"
"141","46","49","Merops apiaster","3","4"
"141","46","49","Sylvia atricapilla","3","4"
"141","47","50","Emberiza calandra","0.71","4"
"141","47","50","Emberiza citrinella","1.86","1"
"141","47","50","Merops apiaster","3","4"
"141","47","50","Sylvia atricapilla","3","4"
"141","48","51","Emberiza calandra","1.31","4"
"141","48","51","Emberiza citrinella","0.86","1"
"141","48","51","Merops apiaster","3","4"
"141","48","51","Sylvia atricapilla","3","4"
"141","49","52","Emberiza calandra","1.31","4"
"141","49","52","Merops apiaster","3","4"
"141","49","52","Sylvia atricapilla","3","4"
"141","50","53","Emberiza calandra","0.6","4"
"141","50","53","Merops apiaster","3","4"
"141","50","53","Sylvia atricapilla","3","4"
"141","51","54","Merops apiaster","3","4"
"141","51","54","Sylvia atricapilla","3","4"
"141","52","55","Merops apiaster","3","4"
"141","52","55","Sylvia atricapilla","3","4"
"141","53","56","Emberiza calandra","0.73","1"
"141","53","56","Merops apiaster","3","4"
"141","53","56","Sylvia atricapilla","3","4"
"141","54","57","Emberiza calandra","1.61","1"
"141","54","57","Merops apiaster","3","4"
"141","54","57","Sylvia atricapilla","3","4"
"141","55","58","Emberiza calandra","1.61","1"
"141","55","58","Merops apiaster","3","4"
"141","55","58","Sylvia atricapilla","3","4"
"141","56","59","Emberiza calandra","0.88","1"
"141","56","59","Emberiza calandra","0.88","4"
"141","56","59","Merops apiaster","3","4"
"141","56","59","Sylvia atricapilla","3","4"
"141","57","60","Emberiza calandra","1.32","4"
"141","57","60","Emberiza citrinella","0.5","1"
"141","57","60","Merops apiaster","2.97","4"
"141","57","60","Oriolus oriolus","0.33","4"
"141","57","60","Sylvia atricapilla","2.98","4"
"143","0","3","Streptopelia turtur","3","1"
"143","0","3","Sylvia atricapilla","1.77","1"
"143","1","4","Luscinia megarhynchos","0.8","1"
"143","1","4","Streptopelia turtur","3","1"
"143","1","4","Sylvia atricapilla","0.77","1"
"143","2","5","Luscinia megarhynchos","1.8","1"
"143","2","5","Streptopelia turtur","3","1"
"143","3","6","Corvus corone","0.06","2"
"143","3","6","Luscinia megarhynchos","1.9","1"
"143","3","6","Streptopelia turtur","2.1","1"
"143","4","7","Corvus corone","1.06","2"
"143","4","7","Cyanistes caeruleus","0.45","1"
"143","4","7","Luscinia megarhynchos","1.1","1"
"143","4","7","Streptopelia turtur","1.1","1"
"143","5","8","Corvus corone","2.06","2"
"143","5","8","Cyanistes caeruleus","0.49","1"
"143","5","8","Luscinia megarhynchos","0.1","1"
"143","5","8","Streptopelia turtur","0.1","1"
"143","5","8","Sylvia atricapilla","0.34","1"
"143","6","9","Corvus corone","3","2"
"143","6","9","Cyanistes caeruleus","0.49","1"
"143","6","9","Sylvia atricapilla","1.34","1"
"143","7","10","Corvus corone","2.66","2"
"143","7","10","Cyanistes caeruleus","0.04","1"
"143","7","10","Sylvia atricapilla","2.34","1"
"143","8","11","Corvus corone","1.66","2"
"143","8","11","Streptopelia turtur","0.97","1"
"143","8","11","Sylvia atricapilla","3","1"
"143","9","12","Corvus corone","0.66","2"
"143","9","12","Cyanistes caeruleus","0.64","1"
"143","9","12","Streptopelia turtur","1.97","1"
"143","9","12","Sylvia atricapilla","2.63","1"
"143","10","13","Cyanistes caeruleus","0.93","1"
"143","10","13","Streptopelia turtur","2.97","1"
"143","10","13","Sylvia atricapilla","1.63","1"
"143","11","14","Cyanistes caeruleus","0.93","1"
"143","11","14","Parus major","0.47","1"
"143","11","14","Streptopelia turtur","3","1"
"143","11","14","Sylvia atricapilla","0.63","1"
"143","12","15","Cyanistes caeruleus","0.29","1"
"143","12","15","Cyanistes caeruleus","0.95","1"
"143","12","15","Parus major","0.47","1"
"143","12","15","Streptopelia turtur","3","1"
"143","13","16","Cyanistes caeruleus","1","1"
"143","13","16","Parus major","0.47","1"
"143","13","16","Parus major","0.63","1"
"143","13","16","Streptopelia turtur","3","1"
"143","14","17","Cyanistes caeruleus","1","1"
"143","14","17","Luscinia megarhynchos","0.84","1"
"143","14","17","Parus major","0.7","1"
"143","14","17","Streptopelia turtur","3","1"
"143","15","18","Cyanistes caeruleus","0.05","1"
"143","15","18","Luscinia megarhynchos","1.77","1"
"143","15","18","Parus major","0.7","1"
"143","15","18","Streptopelia turtur","3","1"
"143","16","19","Luscinia megarhynchos","1.77","1"
"143","16","19","Parus major","0.06","1"
"143","16","19","Parus major","0.96","1"
"143","16","19","Streptopelia turtur","3","1"
"143","17","20","Luscinia megarhynchos","0.93","1"
"143","17","20","Parus major","1.96","1"
"143","17","20","Streptopelia turtur","3","1"
"143","17","20","Sylvia atricapilla","0.26","1"
"143","18","21","Parus major","2.13","1"
"143","18","21","Streptopelia turtur","3","1"
"143","18","21","Sylvia atricapilla","1.26","1"
"143","19","22","Parus major","1.16","1"
"143","19","22","Streptopelia turtur","3","1"
"143","19","22","Sylvia atricapilla","2.26","1"
"143","20","23","Parus major","0.16","1"
"143","20","23","Streptopelia turtur","3","1"
"143","20","23","Sylvia atricapilla","3","1"
"143","21","24","Cyanistes caeruleus","0.19","1"
"143","21","24","Streptopelia turtur","3","1"
"143","21","24","Sylvia atricapilla","2.12","1"
"143","22","25","Cyanistes caeruleus","0.54","1"
"143","22","25","Streptopelia turtur","3","1"
"143","22","25","Sylvia atricapilla","1.12","1"
"143","22","25","Sylvia atricapilla","0.61","4"
"143","23","26","Cyanistes caeruleus","0.54","1"
"143","23","26","Streptopelia turtur","3","1"
"143","23","26","Sylvia atricapilla","0.12","1"
"143","23","26","Sylvia atricapilla","1.61","4"
"143","24","27","Cyanistes caeruleus","0.35","1"
"143","24","27","Streptopelia turtur","3","1"
"143","24","27","Sylvia atricapilla","2.05","4"
"143","25","28","Streptopelia turtur","3","1"
