Scientific_name,English_name
Alopecoenas stairi,Shy Ground Dove
Alopecoenas sanctaecrucis,Santa Cruz Ground Dove
Alopecoenas salamonis,Thick-billed Ground Dove
Alopecoenas ferrugineus,Tanna Ground Dove
Alopecoenas beccarii,Bronze Ground Dove
Alopecoenas canifrons,Palau Ground Dove
Alopecoenas jobiensis,White-bibbed Ground Dove
Alopecoenas rubescens,Marquesas Ground Dove
Alopecoenas kubaryi,Caroline Islands Ground Dove
Alopecoenas erythropterus,Polynesian Ground Dove
Alopecoenas xanthonurus,White-throated Ground Dove
Alopecoenas norfolkensis,Norfolk Ground Dove
Phaps chalcoptera,Common Bronzewing
Phaps elegans,Brush Bronzewing
Phaps histrionica,Flock Bronzewing
Ocyphaps lophotes,Crested Pigeon
Geophaps plumifera,Spinifex Pigeon
Geophaps scripta,Squatter Pigeon
Geophaps smithii,Partridge Pigeon
Petrophassa rufipennis,Chestnut-quilled Rock-Pigeon
Petrophassa albipennis,White-quilled Rock-Pigeon
Leucosarcia melanoleuca,Wonga Pigeon
Geopelia cuneata,Diamond Dove
Geopelia striata,Zebra Dove
Geopelia placida,Peaceful Dove
Geopelia maugeus,Barred Dove
Geopelia humeralis,Bar-shouldered Dove
Columbina inca,Inca Dove
Columbina passerina,Common Ground Dove
Columbina minuta,Plain-breasted Ground Dove
Columbina talpacoti,Ruddy Ground Dove
Columbina buckleyi,Ecuadorian Ground Dove
Columbina squammata,Scaled Dove
Columbina picui,Picui Ground Dove
Columbina cruziana,Croaking Ground Dove
Columbina cyanopis,Blue-eyed Ground Dove
Claravis pretiosa,Blue Ground Dove
Paraclaravis mondetoura,Maroon-chested Ground Dove
Paraclaravis geoffroyi,Purple-winged Ground Dove
Metriopelia ceciliae,Bare-faced Ground Dove
Metriopelia morenoi,Bare-eyed Ground Dove
Metriopelia melanoptera,Black-winged Ground Dove
Metriopelia aymara,Golden-spotted Ground Dove
Uropelia campestris,Long-tailed Ground Dove
Starnoenas cyanocephala,Blue-headed Quail-Dove
Geotrygon purpurata,Purple Quail-Dove
Geotrygon saphirina,Sapphire Quail-Dove
Geotrygon versicolor,Crested Quail-Dove
Geotrygon montana,Ruddy Quail-Dove
Geotrygon violacea,Violaceous Quail-Dove
Geotrygon caniceps,Gray-fronted Quail-Dove
Geotrygon leucometopia,White-fronted Quail-Dove
Geotrygon chrysia,Key West Quail-Dove
Geotrygon mystacea,Bridled Quail-Dove
Leptotrygon veraguensis,Olive-backed Quail-Dove
Leptotila verreauxi,White-tipped Dove
Leptotila jamaicensis,Caribbean Dove
Leptotila cassinii,Gray-chested Dove
Leptotila conoveri,Tolima Dove
Leptotila ochraceiventris,Ochre-bellied Dove
Leptotila plumbeiceps,Gray-headed Dove
Leptotila rufaxilla,Gray-fronted Dove
Leptotila wellsi,Grenada Dove
Leptotila pallida,Pallid Dove
Leptotila megalura,Large-tailed Dove
Zentrygon carrikeri,Tuxtla Quail-Dove
Zentrygon costaricensis,Buff-fronted Quail-Dove
Zentrygon lawrencii,Purplish-backed Quail-Dove
Zentrygon albifacies,White-faced Quail-Dove
Zentrygon frenata,White-throated Quail-Dove
Zentrygon linearis,Lined Quail-Dove
Zentrygon chiriquensis,Chiriqui Quail-Dove
Zentrygon goldmani,Russet-crowned Quail-Dove
Zenaida meloda,West Peruvian Dove
Zenaida asiatica,White-winged Dove
Zenaida aurita,Zenaida Dove
Zenaida galapagoensis,Galapagos Dove
Zenaida auriculata,Eared Dove
Zenaida macroura,Mourning Dove
Zenaida graysoni,Socorro Dove
Caloenas nicobarica,Nicobar Pigeon
Caloenas maculata,Spotted Green Pigeon
Raphus cucullatus,Dodo
Pezophaps solitaria,Rodrigues Solitaire
Gallicolumba tristigmata,Sulawesi Ground Dove
Gallicolumba rufigula,Cinnamon Ground Dove
Gallicolumba platenae,Mindoro Bleeding-heart
Gallicolumba keayi,Negros Bleeding-heart
Gallicolumba menagei,Sulu Bleeding-heart
Gallicolumba luzonica,Luzon Bleeding-heart
Gallicolumba crinigera,Mindanao Bleeding-heart
Microgoura meeki,Choiseul Pigeon
Trugon terrestris,Thick-billed Ground-Pigeon
Otidiphaps nobilis,Pheasant Pigeon
Goura cristata,Western Crowned-Pigeon
Goura sclaterii,Sclater's Crowned-Pigeon
Goura scheepmakeri,Scheepmaker's Crowned-Pigeon
Goura victoria,Victoria Crowned-Pigeon
Didunculus strigirostris,Tooth-billed Pigeon
Phapitreron leucotis,White-eared Brown-Dove
Phapitreron amethystinus,Amethyst Brown-Dove
Phapitreron brunneiceps,Mindanao Brown-Dove
Phapitreron cinereiceps,Tawitawi Brown-Dove
Treron olax,Little Green-Pigeon
Treron vernans,Pink-necked Green-Pigeon
Treron fulvicollis,Cinnamon-headed Green-Pigeon
Treron bicinctus,Orange-breasted Green-Pigeon
Treron pompadora,Sri Lanka Green-Pigeon
Treron affinis,Gray-fronted Green-Pigeon
Treron chloropterus,Andaman Green-Pigeon
Treron phayrei,Ashy-headed Green-Pigeon
Treron axillaris,Philippine Green-Pigeon
Treron aromaticus,Buru Green-Pigeon
Treron curvirostra,Thick-billed Green-Pigeon
Treron griseicauda,Gray-cheeked Green-Pigeon
Treron teysmannii,Sumba Green-Pigeon
Treron floris,Flores Green-Pigeon
Treron psittaceus,Timor Green-Pigeon
Treron capellei,Large Green-Pigeon
Treron phoenicopterus,Yellow-footed Green-Pigeon
Treron waalia,Bruce's Green-Pigeon
Treron griveaudi,Comoros Green-Pigeon
Treron australis,Madagascar Green-Pigeon
Treron pembaensis,Pemba Green-Pigeon
Treron sanctithomae,Sao Tome Green-Pigeon
Treron seimundi,Yellow-vented Green-Pigeon
Treron apicauda,Pin-tailed Green-Pigeon
Treron calvus,African Green-Pigeon
Treron oxyurus,Green-spectacled Green-Pigeon
Treron sphenurus,Wedge-tailed Green-Pigeon
Treron sieboldii,White-bellied Green-Pigeon
Treron formosae,Whistling Green-Pigeon
Ptilinopus cinctus,Black-backed Fruit-Dove
Ptilinopus alligator,Black-banded Fruit-Dove
Ptilinopus dohertyi,Red-naped Fruit-Dove
Ptilinopus porphyreus,Pink-headed Fruit-Dove
Ptilinopus occipitalis,Yellow-breasted Fruit-Dove
Ptilinopus marchei,Flame-breasted Fruit-Dove
Ptilinopus merrilli,Cream-breasted Fruit-Dove
Ptilinopus fischeri,Red-eared Fruit-Dove
Ptilinopus jambu,Jambu Fruit-Dove
Ptilinopus epius,Maroon-chinned Fruit-Dove
Ptilinopus subgularis,Banggai Fruit-Dove
Ptilinopus mangoliensis,Sula Fruit-Dove
Ptilinopus leclancheri,Black-chinned Fruit-Dove
Ptilinopus bernsteinii,Scarlet-breasted Fruit-Dove
Ptilinopus magnificus,Wompoo Fruit-Dove
Ptilinopus perlatus,Pink-spotted Fruit-Dove
Ptilinopus ornatus,Ornate Fruit-Dove
Ptilinopus tannensis,Tanna Fruit-Dove
Ptilinopus aurantiifrons,Orange-fronted Fruit-Dove
Ptilinopus wallacii,Wallace's Fruit-Dove
Ptilinopus superbus,Superb Fruit-Dove
Ptilinopus perousii,Many-colored Fruit-Dove
Ptilinopus ponapensis,Purple-capped Fruit-Dove
Ptilinopus hernsheimi,Kosrae Fruit-Dove
Ptilinopus porphyraceus,Crimson-crowned Fruit-Dove
Ptilinopus pelewensis,Palau Fruit-Dove
Ptilinopus rarotongensis,Cook Islands Fruit-Dove
Ptilinopus roseicapilla,Mariana Fruit-Dove
Ptilinopus regina,Rose-crowned Fruit-Dove
Ptilinopus richardsii,Silver-capped Fruit-Dove
Ptilinopus purpuratus,Gray-green Fruit-Dove
Ptilinopus chalcurus,Makatea Fruit-Dove
Ptilinopus coralensis,Atoll Fruit-Dove
Ptilinopus greyi,Red-bellied Fruit-Dove
Ptilinopus huttoni,Rapa Fruit-Dove
Ptilinopus dupetithouarsii,White-capped Fruit-Dove
Ptilinopus mercierii,Red-moustached Fruit-Dove
Ptilinopus insularis,Henderson Island Fruit-Dove
Ptilinopus coronulatus,Coroneted Fruit-Dove
Ptilinopus pulchellus,Beautiful Fruit-Dove
Ptilinopus monacha,Blue-capped Fruit-Dove
Ptilinopus rivoli,White-breasted Fruit-Dove
Ptilinopus solomonensis,Yellow-bibbed Fruit-Dove
Ptilinopus viridis,Claret-breasted Fruit-Dove
Ptilinopus eugeniae,White-headed Fruit-Dove
Ptilinopus iozonus,Orange-bellied Fruit-Dove
Ptilinopus insolitus,Knob-billed Fruit-Dove
Ptilinopus hyogastrus,Gray-headed Fruit-Dove
Ptilinopus granulifrons,Carunculated Fruit-Dove
Ptilinopus melanospilus,Black-naped Fruit-Dove
Ptilinopus nainus,Dwarf Fruit-Dove
Ptilinopus arcanus,Negros Fruit-Dove
Ptilinopus victor,Orange Dove
Ptilinopus luteovirens,Golden Dove
Ptilinopus layardi,Velvet Dove
Drepanoptila holosericea,Cloven-feathered Dove
Alectroenas nitidissimus,Mauritius Blue-Pigeon
Alectroenas payandeei,Rodrigues Blue-Pigeon
Alectroenas madagascariensis,Madagascar Blue-Pigeon
Alectroenas sganzini,Comoro Blue-Pigeon
Alectroenas pulcherrimus,Seychelles Blue-Pigeon
Ducula poliocephala,Pink-bellied Imperial-Pigeon
Ducula forsteni,White-bellied Imperial-Pigeon
Ducula mindorensis,Mindoro Imperial-Pigeon
Ducula radiata,Gray-headed Imperial-Pigeon
Ducula carola,Spotted Imperial-Pigeon
Ducula aenea,Green Imperial-Pigeon
Ducula nicobarica,Nicobar Imperial-Pigeon
Ducula perspicillata,Spectacled Imperial-Pigeon
Ducula neglecta,Seram Imperial-Pigeon
Ducula concinna,Elegant Imperial-Pigeon
Ducula pacifica,Pacific Imperial-Pigeon
Ducula rubricera,Red-knobbed Imperial-Pigeon
Ducula oceanica,Micronesian Imperial-Pigeon
Ducula aurorae,Polynesian Imperial-Pigeon
Ducula galeata,Marquesas Imperial-Pigeon
Ducula myristicivora,Spice Imperial-Pigeon
Ducula rufigaster,Purple-tailed Imperial-Pigeon
Ducula basilica,Cinnamon-bellied Imperial-Pigeon
Ducula finschii,Finsch's Imperial-Pigeon
Ducula chalconota,Rufescent Imperial-Pigeon
Ducula pistrinaria,Island Imperial-Pigeon
Ducula rosacea,Pink-headed Imperial-Pigeon
Ducula whartoni,Christmas Island Imperial-Pigeon
Ducula pickeringii,Gray Imperial-Pigeon
Ducula latrans,Peale's Imperial-Pigeon
Ducula brenchleyi,Chestnut-bellied Imperial-Pigeon
Ducula bakeri,Baker's Imperial-Pigeon
Ducula goliath,New Caledonian Imperial-Pigeon
Ducula pinon,Pinon's Imperial-Pigeon
Ducula melanochroa,Bismarck Imperial-Pigeon
Ducula mullerii,Collared Imperial-Pigeon
Ducula zoeae,Zoe's Imperial-Pigeon
Ducula badia,Mountain Imperial-Pigeon
Ducula lacernulata,Dark-backed Imperial-Pigeon
Ducula cineracea,Timor Imperial-Pigeon
Ducula bicolor,Pied Imperial-Pigeon
Ducula subflavescens,Yellowish Imperial-Pigeon
Ducula spilorrhoa,Torresian Imperial-Pigeon
Ducula luctuosa,Silver-tipped Imperial-Pigeon
Lopholaimus antarcticus,Topknot Pigeon
Hemiphaga novaeseelandiae,New Zealand Pigeon
Hemiphaga chathamensis,Chatham Island Pigeon
Cryptophaps poecilorrhoa,Sombre Pigeon
Gymnophaps albertisii,Papuan Mountain-Pigeon
Gymnophaps mada,Buru Mountain-Pigeon
Gymnophaps stalkeri,Seram Mountain-Pigeon
Gymnophaps solomonensis,Pale Mountain-Pigeon
Mesitornis variegatus,White-breasted Mesite
Mesitornis unicolor,Brown Mesite
Monias benschi,Subdesert Mesite
Syrrhaptes tibetanus,Tibetan Sandgrouse
Syrrhaptes paradoxus,Pallas's Sandgrouse
Pterocles alchata,Pin-tailed Sandgrouse
Pterocles namaqua,Namaqua Sandgrouse
Pterocles exustus,Chestnut-bellied Sandgrouse
Pterocles senegallus,Spotted Sandgrouse
Pterocles orientalis,Black-bellied Sandgrouse
Pterocles gutturalis,Yellow-throated Sandgrouse
Pterocles coronatus,Crowned Sandgrouse
Pterocles decoratus,Black-faced Sandgrouse
Pterocles personatus,Madagascar Sandgrouse
Pterocles lichtensteinii,Lichtenstein's Sandgrouse
Pterocles bicinctus,Double-banded Sandgrouse
Pterocles quadricinctus,Four-banded Sandgrouse
Pterocles indicus,Painted Sandgrouse
Pterocles burchelli,Burchell's Sandgrouse
Otis tarda,Great Bustard
Ardeotis arabs,Arabian Bustard
Ardeotis kori,Kori Bustard
Ardeotis nigriceps,Great Indian Bustard
Ardeotis australis,Australian Bustard
Chlamydotis undulata,Houbara Bustard
Chlamydotis macqueenii,Macqueen's Bustard
Neotis ludwigii,Ludwig's Bustard
Neotis denhami,Denham's Bustard
Neotis heuglinii,Heuglin's Bustard
Neotis nuba,Nubian Bustard
Eupodotis senegalensis,White-bellied Bustard
Eupodotis caerulescens,Blue Bustard
Eupodotis vigorsii,Karoo Bustard
Eupodotis rueppelii,R\u00fcppell's Bustard
Eupodotis humilis,Little Brown Bustard
Eupodotis savilei,Savile's Bustard
Eupodotis gindiana,Buff-crested Bustard
Eupodotis ruficrista,Red-crested Bustard
Eupodotis afra,Black Bustard
Eupodotis afraoides,White-quilled Bustard
Lissotis melanogaster,Black-bellied Bustard
Lissotis hartlaubii,Hartlaub's Bustard
Houbaropsis bengalensis,Bengal Florican
Sypheotides indicus,Lesser Florican
Tetrax tetrax,Little Bustard
Corythaeola cristata,Great Blue Turaco
Tauraco persa,Guinea Turaco
Tauraco livingstonii,Livingstone's Turaco
Tauraco schalowi,Schalow's Turaco
Tauraco corythaix,Knysna Turaco
Tauraco schuettii,Black-billed Turaco
Tauraco leucolophus,White-crested Turaco
Tauraco fischeri,Fischer's Turaco
Tauraco macrorhynchus,Yellow-billed Turaco
Tauraco bannermani,Bannerman's Turaco
Tauraco erythrolophus,Red-crested Turaco
Tauraco hartlaubi,Hartlaub's Turaco
Tauraco leucotis,White-cheeked Turaco
Tauraco ruspolii,Prince Ruspoli's Turaco
Tauraco porphyreolophus,Purple-crested Turaco
Ruwenzorornis johnstoni,Rwenzori Turaco
Musophaga violacea,Violet Turaco
Musophaga rossae,Ross's Turaco
Corythaixoides personatus,Bare-faced Go-away-bird
Corythaixoides concolor,Gray Go-away-bird
Corythaixoides leucogaster,White-bellied Go-away-bird
Crinifer piscator,Western Plantain-eater
Crinifer zonurus,Eastern Plantain-eater
Guira guira,Guira Cuckoo
Crotophaga major,Greater Ani
Crotophaga ani,Smooth-billed Ani
Crotophaga sulcirostris,Groove-billed Ani
Tapera naevia,Striped Cuckoo
Dromococcyx phasianellus,Pheasant Cuckoo
Dromococcyx pavoninus,Pavonine Cuckoo
Morococcyx erythropygus,Lesser Ground-Cuckoo
Geococcyx velox,Lesser Roadrunner
Geococcyx californianus,Greater Roadrunner
Neomorphus geoffroyi,Rufous-vented Ground-Cuckoo
Neomorphus squamiger,Scaled Ground-Cuckoo
Neomorphus radiolosus,Banded Ground-Cuckoo
Neomorphus rufipennis,Rufous-winged Ground-Cuckoo
Neomorphus pucheranii,Red-billed Ground-Cuckoo
Carpococcyx viridis,Sumatran Ground-Cuckoo
Carpococcyx radiceus,Bornean Ground-Cuckoo
Carpococcyx renauldi,Coral-billed Ground-Cuckoo
Coua cristata,Crested Coua
Coua verreauxi,Verreaux's Coua
Coua caerulea,Blue Coua
Coua ruficeps,Red-capped Coua
Coua reynaudii,Red-fronted Coua
Coua coquereli,Coquerel's Coua
Coua cursor,Running Coua
Coua gigas,Giant Coua
Coua delalandei,Snail-eating Coua
Coua serriana,Red-breasted Coua
Centropus milo,Buff-headed Coucal
Centropus ateralbus,Pied Coucal
Centropus chalybeus,Biak Coucal
Centropus menbeki,Greater Black Coucal
Centropus unirufus,Rufous Coucal
Centropus chlororhynchos,Green-billed Coucal
Centropus melanops,Black-faced Coucal
Centropus rectunguis,Short-toed Coucal
Centropus steerii,Black-hooded Coucal
Centropus celebensis,Bay Coucal
Centropus anselli,Gabon Coucal
Centropus leucogaster,Black-throated Coucal
Centropus senegalensis,Senegal Coucal
Centropus monachus,Blue-headed Coucal
Centropus cupreicaudus,Coppery-tailed Coucal
Centropus superciliosus,White-browed Coucal
Centropus nigrorufus,Sunda Coucal
Centropus andamanensis,Andaman Coucal
Centropus sinensis,Greater Coucal
Centropus goliath,Goliath Coucal
Centropus toulou,Malagasy Coucal
Centropus grillii,Black Coucal
Centropus viridis,Philippine Coucal
Centropus bengalensis,Lesser Coucal
Centropus violaceus,Violaceous Coucal
Centropus bernsteini,Lesser Black Coucal
Centropus phasianinus,Pheasant Coucal
Rhinortha chlorophaea,Raffles's Malkoha
Ceuthmochares aereus,Blue Malkoha
Ceuthmochares australis,Green Malkoha
Taccocua leschenaultii,Sirkeer Malkoha
Zanclostomus javanicus,Red-billed Malkoha
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha
Phaenicophaeus viridirostris,Blue-faced Malkoha
Phaenicophaeus diardi,Black-bellied Malkoha
Phaenicophaeus tristis,Green-billed Malkoha
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha
Dasylophus superciliosus,Red-crested Malkoha
Dasylophus cumingi,Scale-feathered Malkoha
Clamator coromandus,Chestnut-winged Cuckoo
Clamator glandarius,Great Spotted Cuckoo
Clamator levaillantii,Levaillant's Cuckoo
Clamator jacobinus,Pied Cuckoo
Coccycua minuta,Little Cuckoo
Coccycua pumila,Dwarf Cuckoo
Coccycua cinerea,Ash-colored Cuckoo
Piaya cayana,Squirrel Cuckoo
Piaya melanogaster,Black-bellied Cuckoo
Coccyzus melacoryphus,Dark-billed Cuckoo
Coccyzus americanus,Yellow-billed Cuckoo
Coccyzus euleri,Pearly-breasted Cuckoo
Coccyzus minor,Mangrove Cuckoo
Coccyzus ferrugineus,Cocos Cuckoo
Coccyzus erythropthalmus,Black-billed Cuckoo
Coccyzus lansbergi,Gray-capped Cuckoo
Coccyzus pluvialis,Chestnut-bellied Cuckoo
Coccyzus rufigularis,Bay-breasted Cuckoo
Coccyzus vetula,Jamaican Lizard-Cuckoo
Coccyzus vieilloti,Puerto Rican Lizard-Cuckoo
Coccyzus merlini,Great Lizard-Cuckoo
Coccyzus longirostris,Hispaniolan Lizard-Cuckoo
Nannococcyx psix,St. Helena Cuckoo
Pachycoccyx audeberti,Thick-billed Cuckoo
Microdynamis parva,Dwarf Koel
Eudynamys scolopaceus,Asian Koel
Eudynamys melanorhynchus,Black-billed Koel
Eudynamys orientalis,Pacific Koel
Urodynamis taitensis,Long-tailed Koel
Scythrops novaehollandiae,Channel-billed Cuckoo
Chrysococcyx maculatus,Asian Emerald Cuckoo
Chrysococcyx xanthorhynchus,Violet Cuckoo
Chrysococcyx caprius,Dideric Cuckoo
Chrysococcyx klaas,Klaas's Cuckoo
Chrysococcyx flavigularis,Yellow-throated Cuckoo
Chrysococcyx cupreus,African Emerald Cuckoo
Chrysococcyx megarhynchus,Long-billed Cuckoo
Chrysococcyx basalis,Horsfield's Bronze-Cuckoo
Chrysococcyx osculans,Black-eared Cuckoo
Chrysococcyx ruficollis,Rufous-throated Bronze-Cuckoo
Chrysococcyx lucidus,Shining Bronze-Cuckoo
Chrysococcyx meyerii,White-eared Bronze-Cuckoo
Chrysococcyx minutillus,Little Bronze-Cuckoo
Cacomantis pallidus,Pallid Cuckoo
Cacomantis leucolophus,White-crowned Koel
Cacomantis castaneiventris,Chestnut-breasted Cuckoo
Cacomantis flabelliformis,Fan-tailed Cuckoo
Cacomantis sonneratii,Banded Bay Cuckoo
Cacomantis merulinus,Plaintive Cuckoo
Cacomantis passerinus,Gray-bellied Cuckoo
Cacomantis aeruginosus,Moluccan Cuckoo
Cacomantis variolosus,Brush Cuckoo
Cercococcyx mechowi,Dusky Long-tailed Cuckoo
Cercococcyx olivinus,Olive Long-tailed Cuckoo
Cercococcyx montanus,Barred Long-tailed Cuckoo
Surniculus dicruroides,Fork-tailed Drongo-Cuckoo
Surniculus velutinus,Philippine Drongo-Cuckoo
Surniculus lugubris,Square-tailed Drongo-Cuckoo
Surniculus musschenbroeki,Moluccan Drongo-Cuckoo
Hierococcyx vagans,Moustached Hawk-Cuckoo
Hierococcyx sparverioides,Large Hawk-Cuckoo
Hierococcyx bocki,Dark Hawk-Cuckoo
Hierococcyx varius,Common Hawk-Cuckoo
Hierococcyx hyperythrus,Northern Hawk-Cuckoo
Hierococcyx pectoralis,Philippine Hawk-Cuckoo
Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo
Hierococcyx fugax,Malaysian Hawk-Cuckoo
Cuculus clamosus,Black Cuckoo
Cuculus solitarius,Red-chested Cuckoo
Cuculus poliocephalus,Lesser Cuckoo
Cuculus crassirostris,Sulawesi Cuckoo
Cuculus micropterus,Indian Cuckoo
Cuculus gularis,African Cuckoo
Cuculus rochii,Madagascar Cuckoo
Cuculus saturatus,Himalayan Cuckoo
Cuculus lepidus,Sunda Cuckoo
Cuculus canorus,Common Cuckoo
Cuculus optatus,Oriental Cuckoo
Podargus strigoides,Tawny Frogmouth
Podargus ocellatus,Marbled Frogmouth
Podargus papuensis,Papuan Frogmouth
Rigidipenna inexpectata,Solomons Frogmouth
Batrachostomus auritus,Large Frogmouth
Batrachostomus harterti,Dulit Frogmouth
Batrachostomus septimus,Philippine Frogmouth
Batrachostomus stellatus,Gould's Frogmouth
Batrachostomus moniliger,Sri Lanka Frogmouth
Batrachostomus hodgsoni,Hodgson's Frogmouth
Batrachostomus poliolophus,Sumatran Frogmouth
Batrachostomus mixtus,Bornean Frogmouth
Batrachostomus javensis,Javan Frogmouth
Batrachostomus affinis,Blyth's Frogmouth
Batrachostomus chaseni,Palawan Frogmouth
Batrachostomus cornutus,Sunda Frogmouth
Eurostopodus argus,Spotted Nightjar
Eurostopodus nigripennis,Solomons Nightjar
Eurostopodus exul,New Caledonian Nightjar
Eurostopodus mystacalis,White-throated Nightjar
Eurostopodus diabolicus,Diabolical Nightjar
Eurostopodus papuensis,Papuan Nightjar
Eurostopodus archboldi,Archbold's Nightjar
Lyncornis temminckii,Malaysian Eared-Nightjar
Lyncornis macrotis,Great Eared-Nightjar
Gactornis enarratus,Collared Nightjar
Chordeiles nacunda,Nacunda Nighthawk
Chordeiles pusillus,Least Nighthawk
Chordeiles rupestris,Sand-colored Nighthawk
Chordeiles acutipennis,Lesser Nighthawk
Chordeiles minor,Common Nighthawk
Chordeiles gundlachii,Antillean Nighthawk
Lurocalis semitorquatus,Short-tailed Nighthawk
Lurocalis rufiventris,Rufous-bellied Nighthawk
Nyctiprogne leucopyga,Band-tailed Nighthawk
